retinal_trait	retinal_domain	systemic_disease	direction	exposure	outcome	n_iv_initial	n_iv_matched	n_iv_final	mean_F	min_F	method	beta	se	ci_low	ci_high	OR	p	q_global_directional	q_direction_specific	heterogeneity_Q	heterogeneity_p	egger_intercept	egger_p	steiger_direction	steiger_p	variance_explained_exposure	variance_explained_outcome	presso_status	loo_status	weighted_median	weighted_mode	egger_beta	weighted_median_p	weighted_mode_p	harmonisation_initial_iv	harmonisation_matched_iv	harmonisation_final_iv	qc_flag	evidence_status	binary_exposure	binary_outcome	steiger_assumption	loo_beta_min	loo_beta_max	pair_key
ret_rnfl_left	neuroretina	sys_cad_nikpay2015	ret_rnfl_left_to_sys_cad_nikpay2015	ret_rnfl_left	sys_cad_nikpay2015	17	16	16	62.15014204048868	31.51634715346074	IVW_random_effects	-0.034449810420944776	0.07177811659937687	-0.1751323338338362	0.10623271299194664	0.9661368284703963	0.6312639041020067	0.9821744431820366	0.6312639041020067	27.44300213614619	0.02532745400325198	0.0037896011875245728	0.33381783607789806	True	7.593224813765062e-80	0.017671129206387134	0.001381046425761522	COMPUTED_NO_OUTLIER	COMPUTED	-0.0784925143882895	-0.14517102226994694	-0.054692969771558006	0.11979999843496775	0.004013612503455439	17	16	16	MISSING_OUTCOME_VARIANTS	NULL	False	True	binary traits use effective N=4/(1/cases+1/controls); r2 uses 2*p*(1-p)*beta^2; reference EAF fallback when source EAF missing	-0.07710802707140964	-0.0019500657029677358	ret_rnfl_left__sys_cad_nikpay2015
ret_rnfl_left	neuroretina	sys_cad_nikpay2015	sys_cad_nikpay2015_to_ret_rnfl_left	sys_cad_nikpay2015	ret_rnfl_left	41	32	30	60.60758220316102	29.88157247129896	IVW_random_effects	0.013049459151192133	0.01614000360001922	-0.01858436661519148	0.04468328491757575	NA	0.41879331390116536	0.9821744431820366	0.41879331390116536	33.23963620568244	0.26817905421182575	0.0005501264079912212	0.7488409560479008	True	0.0	0.09615666865992828	0.0007452109865117922	COMPUTED_NO_OUTLIER	COMPUTED	0.018802478559561762	-0.0020886008466048933	0.01307389922910991	0.18289430617262936	0.8823833702405899	41	32	30	MISSING_OUTCOME_VARIANTS;PALINDROMIC_REMOVALS	NULL	True	False	binary traits use effective N=4/(1/cases+1/controls); r2 uses 2*p*(1-p)*beta^2; reference EAF fallback when source EAF missing	0.0035919819282728693	0.02087951513584616	ret_rnfl_left__sys_cad_nikpay2015
ret_rnfl_left	neuroretina	sys_stroke_megastroke2018	ret_rnfl_left_to_sys_stroke_megastroke2018	ret_rnfl_left	sys_stroke_megastroke2018	17	16	16	62.15014204048868	31.51634715346074	IVW_random_effects	-0.02124724457285515	0.054543354648459295	-0.12815025527982776	0.08565576613411746	0.9789768879221348	0.6968709477492135	0.9821744431820366	0.6968709477492135	10.951918655452019	0.7559952703515248	0.00446191671773577	0.0679834997999221	True	8.713767388823352e-95	0.017671129206387134	0.000613638198790948	COMPUTED_NO_OUTLIER	COMPUTED	-0.04380029830308423	-0.04532289620508945	-0.01477432563692168	0.4219537050647577	0.40600088510943755	17	16	16	MISSING_OUTCOME_VARIANTS	NULL	False	True	binary traits use effective N=4/(1/cases+1/controls); r2 uses 2*p*(1-p)*beta^2; reference EAF fallback when source EAF missing	-0.05044956591500323	-0.003719570924689186	ret_rnfl_left__sys_stroke_megastroke2018
ret_rnfl_left	neuroretina	sys_stroke_megastroke2018	sys_stroke_megastroke2018_to_ret_rnfl_left	sys_stroke_megastroke2018	ret_rnfl_left	10	7	7	39.985710087874416	30.39364839319471	IVW_random_effects	0.044142336157337134	0.05713544387883574	-0.06784107608588733	0.1561257484005616	NA	0.439764405846892	0.9821744431820366	0.439764405846892	11.554662467734724	0.07267382431727676	0.019935342384381244	0.6139511774785869	True	1.3920657695637637e-73	0.012601395412303798	0.0002944224818638409	COMPUTED_NO_OUTLIER	COMPUTED	0.08465362776025237	0.03702569457222238	-0.22475537854945854	0.03911160659140236	0.3668885063641615	10	7	7	MISSING_OUTCOME_VARIANTS	NULL	True	False	binary traits use effective N=4/(1/cases+1/controls); r2 uses 2*p*(1-p)*beta^2; reference EAF fallback when source EAF missing	0.004821943947430054	0.07725915530918029	ret_rnfl_left__sys_stroke_megastroke2018
ret_rnfl_left	neuroretina	sys_t2d_scott2017	ret_rnfl_left_to_sys_t2d_scott2017	ret_rnfl_left	sys_t2d_scott2017	17	16	16	62.15014204048868	31.51634715346074	IVW_random_effects	0.008013808991418576	0.06438668554442249	-0.11818177575955177	0.1342093937423889	1.0080460055068021	0.9009480923704957	0.9821744431820366	0.9009480923704957	7.946821929665207	0.9258969585919749	-0.0014041130864202126	0.6055320535179883	True	3.1108926553238977e-85	0.017671129206387134	0.0006009544636607374	COMPUTED_NO_OUTLIER	COMPUTED	-0.02313229824009475	-0.020906518155221487	0.005851619395024795	0.7193920258858459	0.7454062377645362	17	16	16	MISSING_OUTCOME_VARIANTS	NULL	False	True	binary traits use effective N=4/(1/cases+1/controls); r2 uses 2*p*(1-p)*beta^2; reference EAF fallback when source EAF missing	-0.011236419901260137	0.03981223867120846	ret_rnfl_left__sys_t2d_scott2017
ret_rnfl_left	neuroretina	sys_t2d_scott2017	sys_t2d_scott2017_to_ret_rnfl_left	sys_t2d_scott2017	ret_rnfl_left	40	33	28	61.27339099856256	29.160000000000004	IVW_random_effects	0.014640711578729424	0.020450467964469716	-0.025441469098620266	0.05472289225607912	NA	0.4740464082228929	0.9821744431820366	0.4740464082228929	62.2657373317338	0.0001321073834807951	-0.001425374414130238	0.5240681959476028	NA	NA	NA	NA	COMPUTED_NO_OUTLIER	COMPUTED	-0.002313089655172414	-0.0026794681700285095	0.0064968439386457475	0.8501160708734112	0.826726377314315	40	33	28	MISSING_OUTCOME_VARIANTS;PALINDROMIC_REMOVALS	NULL	True	False	binary traits use effective N=4/(1/cases+1/controls); r2 uses 2*p*(1-p)*beta^2; reference EAF fallback when source EAF missing	0.0061788369924560705	0.023366468836412187	ret_rnfl_left__sys_t2d_scott2017
ret_rnfl_left	neuroretina	sys_ckd_wuttke2019	ret_rnfl_left_to_sys_ckd_wuttke2019	ret_rnfl_left	sys_ckd_wuttke2019	17	16	16	62.15014204048868	31.51634715346074	IVW_random_effects	-0.08379783970222071	0.0503609413595381	-0.1825034709944463	0.014907791590004868	0.9196171473809303	0.09612340865423587	0.9821744431820366	0.09612340865423587	14.385467681071699	0.4965180055556109	0.0020197892058991802	0.47966119031293575	True	5.5218408144967e-94	0.017671129206387134	0.0007746615069480557	COMPUTED_NO_OUTLIER	COMPUTED	-0.0303856911018266	-0.053552796461311725	-0.08271372896043627	0.5462703681201715	0.2876098511522508	17	16	16	MISSING_OUTCOME_VARIANTS	NULL	False	True	binary traits use effective N=4/(1/cases+1/controls); r2 uses 2*p*(1-p)*beta^2; reference EAF fallback when source EAF missing	-0.09897146759065435	-0.05901680397170395	ret_rnfl_left__sys_ckd_wuttke2019
ret_rnfl_left	neuroretina	sys_ckd_wuttke2019	sys_ckd_wuttke2019_to_ret_rnfl_left	sys_ckd_wuttke2019	ret_rnfl_left	23	17	16	60.757203317463535	29.56640625000001	IVW_random_effects	-0.007614584178735138	0.03328718509991557	-0.07285626812128618	0.05762709976381591	NA	0.8190599477569072	0.9821744431820366	0.8190599477569072	34.69833073278293	0.0027141131782257855	-0.004307621164721671	0.20049522964761468	True	0.0	0.05036925291400002	0.0007662930777758605	COMPUTED_NO_OUTLIER	COMPUTED	-0.02183491282968261	0.0010844460987582405	-0.031980220951355186	0.27644408836263046	0.956892724279825	23	17	16	MISSING_OUTCOME_VARIANTS;PALINDROMIC_REMOVALS	NULL	True	False	binary traits use effective N=4/(1/cases+1/controls); r2 uses 2*p*(1-p)*beta^2; reference EAF fallback when source EAF missing	-0.023292491852563227	0.007610908783840954	ret_rnfl_left__sys_ckd_wuttke2019
ret_rnfl_left	neuroretina	sys_ad_kunkle2019	ret_rnfl_left_to_sys_ad_kunkle2019	ret_rnfl_left	sys_ad_kunkle2019	17	16	16	62.15014204048868	31.51634715346074	IVW_random_effects	0.009573460079681276	0.07708770872185894	-0.14151567266587228	0.16066259282523482	1.0096194322357166	0.9011654813703511	0.9821744431820366	0.9011654813703511	8.357589911178483	0.9086477361119459	-0.0029650415264532957	0.36560493314625575	True	4.366148845445333e-65	0.017671129206387134	0.000885563640155142	COMPUTED_NO_OUTLIER	COMPUTED	0.12153428063660054	0.11605218493366198	0.003609235996927336	0.11489416655981137	0.13220677660781416	17	16	16	MISSING_OUTCOME_VARIANTS	NULL	False	True	binary traits use effective N=4/(1/cases+1/controls); r2 uses 2*p*(1-p)*beta^2; reference EAF fallback when source EAF missing	-0.01708330112284497	0.036189727479988505	ret_rnfl_left__sys_ad_kunkle2019
ret_rnfl_left	neuroretina	sys_ad_kunkle2019	sys_ad_kunkle2019_to_ret_rnfl_left	sys_ad_kunkle2019	ret_rnfl_left	19	18	18	194.99015118294395	30.46466520492495	IVW_random_effects	-0.002007176997428468	0.013811207950247994	-0.029076647162907053	0.025062293168050115	NA	0.8844506642229374	0.9821744431820366	0.8844506642229374	23.93865172582451	0.12111145751540509	0.003153488224178426	0.13408882142914816	True	0.0	0.3346634975276982	0.0005393612692716776	COMPUTED_NO_OUTLIER	COMPUTED	-0.004385589972029421	-0.0076641123256141475	-0.005827605433747159	0.5662915013333354	0.3162143555170056	19	18	18	MISSING_OUTCOME_VARIANTS	NULL	True	False	binary traits use effective N=4/(1/cases+1/controls); r2 uses 2*p*(1-p)*beta^2; reference EAF fallback when source EAF missing	-0.00862211162383211	0.004678489580564118	ret_rnfl_left__sys_ad_kunkle2019
